연도,월,일,기온 (°C),강수량 (mm),점심 피크타임 손님 수,저녁 피크타임 손님 수,대인 손님 수,소인 손님 수,테이블 회전률,광어 초밥 판매량,엔가와 초밥 판매량,연어 초밥 판매량,연어롤 판매량,연어 사시미 판매량,장어 초밥 판매량,장어덮밥 판매량,장어롤 판매량,광어 소비량(g),연어 소비량(g),장어 소비량(g)
2021,12,6,1.8,0.0,96,128,167,57,3.3,165,99,187,121,112,74,62,37,4511,4487,566
2021,12,7,2.1,0.0,96,128,167,57,3.4,165,99,187,121,112,74,62,37,4230,6424,715
2021,12,8,4.4,12.4,72,102,128,46,2.6,77,46,87,56,52,35,29,17,3448,4677,549
2021,12,9,3.7,0.0,96,128,179,45,3.0,110,66,124,81,74,49,41,24,4969,5470,674
2021,12,10,5.3,8.9,96,128,176,48,2.6,110,66,124,81,74,49,41,24,5952,4855,707
2021,12,11,0.5,0.0,192,320,390,122,4.4,253,153,287,187,174,124,104,62,13199,11113,2381
2021,12,12,-0.0,13.7,144,256,310,90,3.5,178,108,202,131,123,89,74,44,10455,9830,2124
2021,12,13,4.3,0.0,96,128,159,65,3.2,110,66,124,81,74,49,41,24,5014,5062,531
2021,12,14,0.3,0.0,96,128,168,56,2.9,110,66,124,81,74,49,41,24,4457,5944,513
2021,12,15,4.1,0.0,96,128,166,58,2.6,110,66,124,81,74,49,41,24,4392,4588,749
2021,12,16,8.4,0.0,96,128,177,47,2.9,110,66,124,81,74,49,41,24,5041,4594,551
2021,12,17,-2.7,0.0,81,108,147,42,3.1,93,56,105,68,63,42,35,21,5015,4028,397
2021,12,18,-1.0,0.0,192,320,383,129,3.9,253,153,287,187,174,124,104,62,10987,13248,3625
2021,12,19,-0.0,0.0,192,320,397,115,4.3,253,153,287,187,174,124,104,62,10599,11942,3589
2021,12,20,3.0,0.0,96,128,165,59,2.9,110,66,124,81,74,49,41,24,5536,4876,480
2021,12,21,-0.2,2.2,96,128,166,58,2.8,110,66,124,81,74,49,41,24,4171,5735,919
2021,12,22,1.9,0.0,96,128,160,64,3.2,110,66,124,81,74,49,41,24,4575,5443,612
2021,12,23,3.9,0.0,96,128,172,52,3.2,110,66,124,81,74,49,41,24,4606,6450,692
2021,12,24,7.7,2.9,96,128,163,61,2.5,110,66,124,81,74,49,41,24,4759,4924,475
2021,12,25,5.9,1.3,192,320,385,127,4.1,253,153,287,187,174,124,104,62,9804,14265,3183
2021,12,26,3.5,0.0,192,320,371,141,4.2,253,153,287,187,174,124,104,62,11653,10463,2636
2021,12,27,6.9,7.8,96,128,158,66,3.3,110,66,124,81,74,49,41,24,4408,5467,725
2021,12,28,8.7,0.0,96,128,156,68,3.2,110,66,124,81,74,49,41,24,3976,5079,908
2021,12,29,1.3,3.4,96,128,167,57,2.9,110,66,124,81,74,49,41,24,5195,4995,816
2021,12,30,0.6,3.7,96,128,161,63,2.6,110,66,124,81,74,49,41,24,5628,4781,501
2021,12,31,1.2,0.0,96,128,174,50,3.1,110,66,124,81,74,49,41,24,4956,5316,779
2022,1,1,1.8,0.6,120,200,229,91,4.4,109,66,124,81,75,54,45,27,6328,7407,2231
2022,1,2,-1.5,0.0,120,200,234,86,4.4,109,66,124,81,75,54,45,27,7049,7640,1258
2022,1,3,0.7,0.0,60,80,104,36,3.1,47,28,54,35,32,21,18,10,3332,2878,485
2022,1,4,-0.3,0.0,60,80,98,42,2.9,47,28,54,35,32,21,18,10,2457,3491,419
2022,1,5,1.9,6.5,60,80,111,29,3.1,47,28,54,35,32,21,18,10,3248,3835,431
2022,1,6,-0.2,0.0,60,80,105,35,3.1,71,43,81,52,48,32,27,16,3615,3326,321
2022,1,7,-2.7,0.0,51,68,92,27,3.0,60,36,68,44,41,27,22,13,2872,2523,427
2022,1,8,-3.7,0.0,102,170,216,56,4.1,93,56,105,68,64,45,38,22,5871,7641,1099
2022,1,9,1.5,16.6,90,160,184,66,3.9,77,46,87,57,53,38,32,19,4920,5357,1471
2022,1,10,-4.4,0.0,51,68,86,33,2.6,40,24,45,29,27,18,15,9,2856,2724,423
2022,1,11,-2.0,0.0,60,80,111,29,3.5,47,28,54,35,32,21,18,10,3580,3494,389
2022,1,12,2.2,6.6,60,80,111,29,3.1,47,28,54,35,32,21,18,10,2958,3692,442
2022,1,13,1.4,0.0,60,80,98,42,3.0,47,28,54,35,32,21,18,10,2888,3316,531
2022,1,14,1.5,1.1,60,80,99,41,3.0,47,28,54,35,32,21,18,10,3125,2859,435
2022,1,15,5.0,1.6,120,200,253,67,3.9,109,66,124,81,75,54,45,27,7683,8210,2186
2022,1,16,-3.2,0.0,102,170,207,65,4.2,93,56,105,68,64,45,38,22,5521,5938,1342
2022,1,17,2.8,0.0,60,80,98,42,3.0,47,28,54,35,32,21,18,10,2831,3301,324
2022,1,18,2.2,0.0,60,80,98,42,2.8,47,28,54,35,32,21,18,10,2745,3151,401
2022,1,19,4.5,0.0,60,80,106,34,3.1,47,28,54,35,32,21,18,10,2931,3367,469
2022,1,20,-5.0,0.0,51,68,88,31,2.5,40,24,45,29,27,18,15,9,2863,3159,262
2022,1,21,-4.7,0.0,51,68,87,32,2.5,40,24,45,29,27,18,15,9,2997,2664,296
2022,1,22,-5.0,0.0,102,170,209,63,4.4,93,56,105,68,64,45,38,22,7071,6374,1925
2022,1,23,-4.4,0.0,102,170,191,81,4.3,93,56,105,68,64,45,38,22,6275,5715,1035
2022,1,24,0.6,1.9,60,80,98,42,3.3,47,28,54,35,32,21,18,10,2832,3902,498
2022,1,25,-4.8,0.0,51,68,91,28,2.5,40,24,45,29,27,18,15,9,2291,2800,344
2022,1,26,-5.0,0.0,51,68,91,28,2.5,40,24,45,29,27,18,15,9,3037,3244,369
2022,1,27,0.3,0.0,60,80,111,29,2.8,47,28,54,35,32,21,18,10,2975,3365,298
2022,1,28,0.9,0.0,60,80,105,35,2.8,47,28,54,35,32,21,18,10,3030,3617,535
2022,1,29,-5.0,6.8,102,170,190,82,4.3,93,56,105,68,64,45,38,22,6544,7983,1290
2022,1,30,0.9,0.0,120,200,231,89,4.2,109,66,124,81,75,54,45,27,7323,7709,1932
2022,1,31,-1.4,0.0,60,80,108,32,3.0,47,28,54,35,32,21,18,10,2748,3182,406
2022,2,1,0.5,0.0,60,80,108,32,2.5,50,30,57,37,34,22,19,11,3661,3553,388
2022,2,2,-2.4,0.0,51,68,92,27,2.6,42,25,48,31,29,19,16,9,3185,2548,270
2022,2,3,5.0,0.0,60,80,103,37,3.5,50,30,57,37,34,22,19,11,3291,3596,323
2022,2,4,-1.2,5.9,60,80,102,38,3.0,50,30,57,37,34,22,19,11,3564,3938,416
2022,2,5,0.5,0.3,120,200,239,81,4.4,115,70,131,85,79,57,47,28,7772,9175,1230
2022,2,6,5.2,14.7,90,160,179,71,3.6,122,74,138,90,84,61,51,30,5493,7260,1872
2022,2,7,-1.2,0.0,60,80,98,42,2.6,75,45,85,55,51,34,28,17,2594,3747,369
2022,2,8,-0.6,0.0,60,80,105,35,3.1,50,30,57,37,34,22,19,11,2841,3153,329
2022,2,9,2.0,0.0,60,80,104,36,3.2,50,30,57,37,34,22,19,11,2775,3710,543
2022,2,10,2.4,2.3,60,80,109,31,2.8,50,30,57,37,34,22,19,11,2770,4161,510
2022,2,11,1.0,0.0,60,80,105,35,3.5,50,30,57,37,34,22,19,11,3565,3080,353
2022,2,12,3.4,10.3,90,160,184,66,4.5,81,49,92,60,56,41,34,20,4606,7259,1605
2022,2,13,-5.0,0.0,102,170,211,61,3.8,98,59,111,72,67,48,40,24,6314,5939,1314
2022,2,14,4.1,0.0,60,80,109,31,2.6,50,30,57,37,34,22,19,11,3474,3572,570
2022,2,15,4.3,10.5,45,64,85,24,3.3,35,21,40,26,24,16,13,8,2235,2500,327
2022,2,16,4.4,7.1,60,80,99,41,2.7,50,30,57,37,34,22,19,11,3357,3291,380
2022,2,17,2.9,6.6,60,80,106,34,2.7,50,30,57,37,34,22,19,11,2775,3962,290
2022,2,18,1.0,0.0,60,80,101,39,3.3,50,30,57,37,34,22,19,11,3476,3312,324
2022,2,19,-2.2,0.0,102,170,206,66,3.6,98,59,111,72,67,48,40,24,6634,6579,1866
2022,2,20,4.1,1.3,120,200,248,72,3.7,115,70,131,85,79,57,47,28,8647,8398,2182
2022,2,21,1.1,0.0,60,80,104,36,3.4,50,30,57,37,34,22,19,11,2852,3154,469
2022,2,22,-3.0,4.4,51,68,93,26,3.3,42,25,48,31,29,19,16,9,2671,2491,395
2022,2,23,-1.4,0.0,60,80,100,40,2.5,50,30,57,37,34,22,19,11,2842,2856,528
2022,2,24,7.5,0.0,60,80,106,34,2.7,50,30,57,37,34,22,19,11,2888,3814,452
2022,2,25,5.2,0.0,60,80,111,29,2.7,50,30,57,37,34,22,19,11,3025,2812,489
2022,2,26,-1.6,3.8,120,200,237,83,3.8,115,70,131,85,79,57,47,28,6397,7715,2108
2022,2,27,10.6,0.0,120,200,246,74,4.0,115,70,131,85,79,57,47,28,7987,7713,1597
2022,2,28,-3.5,1.0,51,68,84,35,2.6,42,25,48,31,29,19,16,9,2639,2975,300
2022,3,1,8.2,0.0,66,88,108,46,2.5,58,35,66,42,39,26,22,13,3549,3907,456
2022,3,2,11.1,0.0,66,88,116,38,2.8,58,35,66,42,39,26,22,13,3396,3565,450
2022,3,3,5.9,2.3,66,88,117,37,3.4,58,35,66,42,39,26,22,13,3824,4104,401
2022,3,4,8.3,0.0,66,88,122,32,2.9,58,35,66,42,39,26,22,13,3801,4404,501
2022,3,5,9.8,0.0,132,220,280,72,3.6,134,81,151,99,92,66,55,33,9009,7708,2623
2022,3,6,8.4,0.7,132,220,267,85,3.7,201,122,227,148,138,99,82,49,8394,7289,2095
2022,3,7,4.0,0.0,66,88,121,33,2.6,87,52,99,64,59,39,33,19,4018,3296,597
2022,3,8,8.1,0.0,66,88,116,38,3.5,58,35,66,42,39,26,22,13,2924,3967,492
2022,3,9,8.1,0.0,66,88,111,43,3.0,58,35,66,42,39,26,22,13,3634,3158,477
2022,3,10,8.5,9.0,66,88,110,44,2.6,58,35,66,42,39,26,22,13,3623,4440,442
2022,3,11,9.5,0.0,66,88,122,32,3.0,58,35,66,42,39,26,22,13,4181,4533,366
2022,3,12,5.0,0.0,132,220,267,85,4.2,134,81,151,99,92,66,55,33,7576,9157,2242
2022,3,13,6.2,0.0,132,220,261,91,4.2,134,81,151,99,92,66,55,33,9057,7052,2499
2022,3,14,6.0,4.3,66,88,116,38,3.2,58,35,66,42,39,26,22,13,3344,3867,472
2022,3,15,7.8,0.0,66,88,109,45,2.6,58,35,66,42,39,26,22,13,3761,3427,470
2022,3,16,9.3,0.0,66,88,121,33,2.9,58,35,66,42,39,26,22,13,3941,4485,486
2022,3,17,8.6,0.0,66,88,118,36,3.1,58,35,66,42,39,26,22,13,4063,4566,543
2022,3,18,7.6,0.0,66,88,112,42,3.1,58,35,66,42,39,26,22,13,3687,3803,625
2022,3,19,7.5,0.0,132,220,254,98,4.4,134,81,151,99,92,66,55,33,7097,9597,1373
2022,3,20,4.9,0.0,132,220,252,100,3.8,134,81,151,99,92,66,55,33,7519,9820,1662
2022,3,21,5.2,0.0,66,88,115,39,2.5,58,35,66,42,39,26,22,13,3162,3382,580
2022,3,22,8.1,0.0,66,88,110,44,3.5,58,35,66,42,39,26,22,13,3567,3526,481
2022,3,23,8.6,0.0,66,88,109,45,3.1,58,35,66,42,39,26,22,13,3076,3440,552
2022,3,24,9.6,0.0,66,88,117,37,3.3,58,35,66,42,39,26,22,13,3980,3647,464
2022,3,25,5.8,0.0,66,88,111,43,2.7,58,35,66,42,39,26,22,13,3833,3969,576
2022,3,26,9.3,5.1,132,220,251,101,4.3,134,81,151,99,92,66,55,33,6469,9013,1818
2022,3,27,7.8,17.3,99,176,205,70,4.0,94,57,106,69,65,47,39,23,5751,6124,1314
2022,3,28,9.5,10.4,49,70,92,27,3.3,40,24,45,29,27,18,15,9,3149,3171,364
2022,3,29,7.9,0.0,66,88,111,43,3.0,58,35,66,42,39,26,22,13,3233,4276,410
2022,3,30,4.7,0.0,66,88,116,38,2.6,58,35,66,42,39,26,22,13,3378,4162,561
2022,3,31,8.9,6.0,66,88,110,44,3.3,58,35,66,42,39,26,22,13,3314,4408,557
2022,4,1,14.5,5.2,90,120,165,45,2.5,95,57,108,70,64,43,36,21,4512,5374,854
2022,4,2,14.4,0.0,180,300,374,106,4.1,219,133,248,162,151,108,90,54,11999,10020,2546
2022,4,3,15.6,0.0,180,300,339,141,4.4,219,133,248,162,151,108,90,54,9244,11475,2739
2022,4,4,16.0,0.0,90,120,167,43,3.3,95,57,108,70,64,43,36,21,5023,4361,639
2022,4,5,13.5,10.6,67,96,114,49,2.8,66,40,75,49,45,31,25,15,2921,4185,669
2022,4,6,16.0,1.7,90,120,156,54,3.1,143,86,161,105,97,64,53,32,5022,5021,621
2022,4,7,14.7,0.0,90,120,151,59,2.5,143,86,161,105,97,64,53,32,5232,4470,478
2022,4,8,9.3,0.0,90,120,162,48,2.9,95,57,108,70,64,43,36,21,4895,5362,555
2022,4,9,12.4,4.1,180,300,347,133,4.2,219,133,248,162,151,108,90,54,9714,13239,2847
2022,4,10,13.1,0.0,180,300,355,125,3.9,219,133,248,162,151,108,90,54,12005,10051,3244
2022,4,11,14.3,11.7,67,96,122,41,2.8,66,40,75,49,45,31,25,15,4158,3945,569
2022,4,12,17.9,1.0,90,120,160,50,2.8,95,57,108,70,64,43,36,21,4218,4825,532
2022,4,13,18.5,0.0,90,120,161,49,2.7,95,57,108,70,64,43,36,21,4948,5278,666
2022,4,14,15.8,0.0,90,120,148,62,2.8,95,57,108,70,64,43,36,21,5170,5080,722
2022,4,15,17.3,0.0,90,120,155,55,2.6,95,57,108,70,64,43,36,21,5048,5289,653
2022,4,16,17.1,0.0,180,300,342,138,4.4,219,133,248,162,151,108,90,54,9928,10739,3038
2022,4,17,10.2,6.3,180,300,341,139,4.3,219,133,248,162,151,108,90,54,9859,11564,2181
2022,4,18,13.9,0.0,90,120,156,54,2.6,95,57,108,70,64,43,36,21,4239,5594,633
2022,4,19,14.2,2.1,90,120,164,46,3.2,95,57,108,70,64,43,36,21,5080,6001,679
2022,4,20,9.2,0.0,90,120,157,53,2.7,95,57,108,70,64,43,36,21,4396,4505,549
2022,4,21,15.6,3.6,90,120,155,55,3.1,95,57,108,70,64,43,36,21,3884,5178,515
2022,4,22,16.5,2.3,90,120,159,51,2.9,95,57,108,70,64,43,36,21,5220,5719,647
2022,4,23,14.2,0.0,180,300,379,101,3.7,219,133,248,162,151,108,90,54,9479,14392,2837
2022,4,24,15.3,0.0,180,300,338,142,3.9,219,133,248,162,151,108,90,54,9369,12933,2437
2022,4,25,12.9,7.2,90,120,153,57,3.0,95,57,108,70,64,43,36,21,4505,5357,777
2022,4,26,14.4,0.0,90,120,155,55,2.7,95,57,108,70,64,43,36,21,4873,5157,699
2022,4,27,14.4,0.0,90,120,153,57,3.3,95,57,108,70,64,43,36,21,4963,5537,504
2022,4,28,10.8,0.0,90,120,154,56,3.1,95,57,108,70,64,43,36,21,4303,5076,582
2022,4,29,17.6,4.9,90,120,159,51,2.6,95,57,108,70,64,43,36,21,4256,6193,567
2022,4,30,16.8,0.0,180,300,366,114,3.5,219,133,248,162,151,108,90,54,12518,11402,3413
2022,5,1,17.6,0.0,132,220,279,73,4.0,147,89,166,108,101,72,60,36,9637,7956,1984
2022,5,2,20.0,0.0,72,96,131,37,3.4,76,46,87,56,52,34,29,17,3552,3848,482
2022,5,3,19.5,0.0,66,88,121,33,2.5,64,38,72,47,43,29,24,14,3219,3919,468
2022,5,4,18.0,0.0,66,88,122,32,2.6,64,38,72,47,43,29,24,14,3439,3836,381
2022,5,5,16.9,0.0,66,88,114,40,2.5,64,38,72,47,43,29,24,14,3695,3299,531
2022,5,6,10.9,0.0,66,88,111,43,2.8,96,58,108,70,65,43,36,21,3292,3704,532
2022,5,7,17.7,0.0,132,220,276,76,3.6,221,134,250,163,152,108,90,54,8986,9368,1844
2022,5,8,17.0,0.0,132,220,251,101,4.3,147,89,166,108,101,72,60,36,8504,8202,2373
2022,5,9,19.2,0.0,66,88,115,39,2.6,64,38,72,47,43,29,24,14,3439,4094,332
2022,5,10,18.3,0.0,66,88,117,37,3.0,64,38,72,47,43,29,24,14,3596,3826,376
2022,5,11,12.0,0.0,66,88,120,34,3.4,64,38,72,47,43,29,24,14,3521,3741,438
2022,5,12,18.9,15.6,49,70,86,33,3.1,44,27,50,32,30,20,17,10,2386,3253,294
2022,5,13,15.7,0.0,66,88,110,44,2.8,64,38,72,47,43,29,24,14,3075,3805,388
2022,5,14,21.6,0.0,145,242,286,101,3.8,178,108,201,131,122,87,73,43,9032,9597,2770
2022,5,15,21.7,0.0,145,242,273,114,4.0,178,108,201,131,122,87,73,43,8941,8690,1887
2022,5,16,18.7,1.3,66,88,117,37,3.0,64,38,72,47,43,29,24,14,4084,4151,597
2022,5,17,18.4,0.0,66,88,108,46,3.2,64,38,72,47,43,29,24,14,2753,3844,485
2022,5,18,20.2,0.0,72,96,130,38,2.9,76,46,87,56,52,34,29,17,3885,4226,639
2022,5,19,17.5,0.0,66,88,112,42,3.2,64,38,72,47,43,29,24,14,2804,3257,411
2022,5,20,22.2,0.0,72,96,134,34,2.6,76,46,87,56,52,34,29,17,3852,4008,486
2022,5,21,18.2,0.0,132,220,259,93,4.3,147,89,166,108,101,72,60,36,6791,8496,1945
2022,5,22,14.6,0.0,132,220,278,74,4.1,147,89,166,108,101,72,60,36,7420,8439,2315
2022,5,23,18.9,0.0,66,88,119,35,3.1,64,38,72,47,43,29,24,14,3168,3205,436
2022,5,24,17.9,0.0,66,88,109,45,3.1,64,38,72,47,43,29,24,14,3635,3929,623
2022,5,25,19.5,0.0,66,88,122,32,3.2,64,38,72,47,43,29,24,14,3950,3161,566
2022,5,26,16.1,0.0,66,88,111,43,3.4,64,38,72,47,43,29,24,14,3833,3361,624
2022,5,27,23.2,0.0,72,96,118,50,3.4,76,46,87,56,52,34,29,17,4086,4955,476
2022,5,28,19.8,0.0,132,220,272,80,4.2,147,89,166,108,101,72,60,36,8296,7216,2617
2022,5,29,24.7,0.0,145,242,274,113,3.7,178,108,201,131,122,87,73,43,8078,9938,1648
2022,5,30,12.8,0.0,66,88,113,41,2.8,64,38,72,47,43,29,24,14,3058,4542,556
2022,5,31,22.9,0.0,72,96,134,34,3.4,76,46,87,56,52,34,29,17,3653,3773,481
2022,6,1,23.7,0.0,59,79,104,34,2.8,60,36,68,44,41,27,22,13,3251,3219,530
2022,6,2,27.5,0.0,54,72,94,32,3.0,50,30,56,36,34,22,18,11,2394,3621,430
2022,6,3,21.7,0.0,59,79,97,41,3.2,60,36,68,44,41,27,22,13,2828,3401,333
2022,6,4,25.2,0.9,108,180,207,81,3.5,115,69,130,85,79,56,47,28,6523,5957,1790
2022,6,5,20.0,0.0,118,198,246,70,4.0,139,84,157,102,95,68,57,34,7257,7300,1655
2022,6,6,21.4,0.5,59,79,107,31,2.7,90,54,102,66,61,41,34,20,2857,3410,387
2022,6,7,20.9,0.0,59,79,97,41,3.4,90,54,102,66,61,41,34,20,2435,2773,422
2022,6,8,24.2,0.0,59,79,105,33,2.7,60,36,68,44,41,27,22,13,3270,3867,310
2022,6,9,19.5,1.9,54,72,95,31,3.5,50,30,56,36,34,22,18,11,2416,3074,346
2022,6,10,29.4,11.4,40,57,68,29,2.8,34,21,39,25,23,16,13,8,2244,2417,341
2022,6,11,22.6,0.0,118,198,232,84,4.4,139,84,157,102,95,68,57,34,8019,8801,1303
2022,6,12,23.5,0.0,118,198,225,91,4.3,139,84,157,102,95,68,57,34,6721,9327,1824
2022,6,13,29.4,0.0,54,72,99,27,2.8,50,30,56,36,34,22,18,11,3219,3502,489
2022,6,14,20.7,3.0,59,79,107,31,2.8,60,36,68,44,41,27,22,13,3326,3970,370
2022,6,15,18.6,0.0,54,72,97,29,2.6,50,30,56,36,34,22,18,11,3388,3019,478
2022,6,16,21.6,0.0,59,79,99,39,3.4,60,36,68,44,41,27,22,13,2643,3129,538
2022,6,17,18.7,0.0,54,72,93,33,3.4,50,30,56,36,34,22,18,11,2691,2868,259
2022,6,18,19.9,0.0,108,180,228,60,3.8,115,69,130,85,79,56,47,28,6369,8006,1979
2022,6,19,19.9,0.0,108,180,225,63,4.1,115,69,130,85,79,56,47,28,6933,7466,2012
2022,6,20,27.2,6.7,54,72,90,36,2.5,50,30,56,36,34,22,18,11,2270,2834,332
2022,6,21,19.9,0.0,54,72,97,29,3.0,50,30,56,36,34,22,18,11,3086,2974,472
2022,6,22,24.9,0.0,59,79,100,38,3.3,60,36,68,44,41,27,22,13,3128,3287,554
2022,6,23,25.5,2.1,54,72,96,30,2.7,50,30,56,36,34,22,18,11,2802,3056,455
2022,6,24,23.3,0.0,59,79,110,28,3.1,60,36,68,44,41,27,22,13,3582,3221,412
2022,6,25,23.4,0.0,118,198,250,66,4.1,139,84,157,102,95,68,57,34,6533,9434,1594
2022,6,26,22.2,1.2,118,198,233,83,4.2,139,84,157,102,95,68,57,34,5845,9403,1566
2022,6,27,25.2,0.0,54,72,100,26,2.6,50,30,56,36,34,22,18,11,2669,2577,263
2022,6,28,27.8,3.7,54,72,91,35,3.1,50,30,56,36,34,22,18,11,2602,2810,337
2022,6,29,26.2,0.0,54,72,90,36,3.1,50,30,56,36,34,22,18,11,2639,3512,397
2022,6,30,19.8,0.0,54,72,97,29,3.1,50,30,56,36,34,22,18,11,2880,2658,478
2022,7,1,28.2,0.0,42,56,71,27,2.6,35,21,39,25,23,15,13,7,1972,2850,213
2022,7,2,24.2,8.4,92,154,187,59,4.0,98,59,110,72,67,48,40,24,5314,7302,1558
2022,7,3,27.0,1.5,84,140,163,61,4.4,81,49,91,59,55,39,33,19,4780,5320,1220
2022,7,4,21.3,0.0,46,61,83,24,2.8,42,25,47,31,28,19,15,9,2638,3064,291
2022,7,5,27.1,0.0,42,56,72,26,2.8,35,21,39,25,23,15,13,7,2007,2933,265
2022,7,6,28.0,0.0,42,56,74,24,3.4,52,31,59,38,35,23,19,11,2247,2645,270
2022,7,7,29.5,2.1,42,56,71,27,3.5,52,31,59,38,35,23,19,11,2033,2631,385
2022,7,8,26.8,3.4,42,56,76,22,2.7,35,21,39,25,23,15,13,7,2657,2089,332
2022,7,9,26.3,0.0,84,140,170,54,4.0,81,49,91,59,55,39,33,19,5414,6007,1422
2022,7,10,21.6,0.0,92,154,189,57,3.9,98,59,110,72,67,48,40,24,6230,7213,1183
2022,7,11,24.3,0.0,46,61,78,29,3.1,42,25,47,31,28,19,15,9,1965,2455,249
2022,7,12,27.2,0.0,42,56,76,22,3.0,35,21,39,25,23,15,13,7,2335,2273,210
2022,7,13,29.3,0.0,42,56,70,28,3.2,35,21,39,25,23,15,13,7,1887,2149,352
2022,7,14,28.0,0.0,42,56,78,20,2.7,35,21,39,25,23,15,13,7,2635,2490,239
2022,7,15,27.5,0.0,42,56,75,23,2.8,35,21,39,25,23,15,13,7,2388,2266,294
2022,7,16,29.0,8.9,84,140,166,58,3.9,81,49,91,59,55,39,33,19,5246,6319,1523
2022,7,17,24.0,0.0,92,154,193,53,3.6,98,59,110,72,67,48,40,24,6461,5832,1751
2022,7,18,29.7,0.0,42,56,74,24,2.9,35,21,39,25,23,15,13,7,2571,2718,228
2022,7,19,27.2,0.0,42,56,72,26,3.1,35,21,39,25,23,15,13,7,2221,2399,322
2022,7,20,30.8,13.5,26,37,46,17,3.0,20,12,23,15,13,9,7,4,1577,1327,225
2022,7,21,29.5,0.0,42,56,74,24,2.6,35,21,39,25,23,15,13,7,1917,2674,242
2022,7,22,24.4,0.0,46,61,83,24,2.8,42,25,47,31,28,19,15,9,2774,2955,243
2022,7,23,25.1,0.5,84,140,170,54,3.5,81,49,91,59,55,39,33,19,4414,6525,960
2022,7,24,30.2,0.0,71,119,150,40,3.5,68,41,77,50,47,33,28,16,5053,4836,724
2022,7,25,26.8,0.0,42,56,76,22,2.6,35,21,39,25,23,15,13,7,2362,2263,334
2022,7,26,23.3,0.0,46,61,85,22,2.6,42,25,47,31,28,19,15,9,2932,2481,391
2022,7,27,24.0,0.0,46,61,77,30,2.7,42,25,47,31,28,19,15,9,2607,2831,227
2022,7,28,23.7,12.8,34,48,57,25,3.1,29,17,33,21,19,13,11,6,1464,2039,244
2022,7,29,27.1,4.5,42,56,76,22,3.1,35,21,39,25,23,15,13,7,2634,2506,367
2022,7,30,31.4,0.0,71,119,148,42,3.6,68,41,77,50,47,33,28,16,4751,4935,1125
2022,7,31,26.1,0.0,84,140,164,60,4.1,81,49,91,59,55,39,33,19,5361,6066,1510
2022,8,1,30.7,0.0,35,47,62,20,3.0,29,17,33,21,20,13,11,6,1584,1939,301
2022,8,2,28.9,1.9,42,56,74,24,2.9,35,21,39,25,23,15,13,7,2286,2814,353
2022,8,3,30.7,0.2,35,47,63,19,2.9,29,17,33,21,20,13,11,6,2030,1936,253
2022,8,4,32.1,0.0,35,47,64,18,3.4,29,17,33,21,20,13,11,6,1849,2450,290
2022,8,5,26.9,9.5,42,56,69,29,3.1,35,21,39,25,23,15,13,7,2183,2085,285
2022,8,6,27.2,5.9,84,140,167,57,4.3,121,73,137,89,83,59,49,29,5602,4524,849
2022,8,7,23.1,0.0,92,154,183,63,3.5,147,89,166,108,101,72,60,36,5828,6184,1456
2022,8,8,27.2,0.0,42,56,76,22,3.0,35,21,39,25,23,15,13,7,2193,2332,213
2022,8,9,29.1,0.0,42,56,71,27,2.8,35,21,39,25,23,15,13,7,1961,2435,272
2022,8,10,26.2,11.1,31,44,58,17,2.7,24,14,27,17,16,11,9,5,1839,1523,240
2022,8,11,24.1,0.6,46,61,79,28,3.4,42,25,47,31,28,19,15,9,2763,2941,342
2022,8,12,24.3,1.0,46,61,82,25,2.5,42,25,47,31,28,19,15,9,2054,3179,426
2022,8,13,27.5,1.7,84,140,163,61,3.6,81,49,91,59,55,39,33,19,4758,6020,1080
2022,8,14,33.7,0.0,71,119,135,55,3.5,68,41,77,50,47,33,28,16,3678,4663,978
2022,8,15,29.8,0.0,42,56,74,24,2.9,35,21,39,25,23,15,13,7,1891,2336,331
2022,8,16,26.5,1.9,42,56,71,27,3.1,35,21,39,25,23,15,13,7,1781,2074,383
2022,8,17,32.3,0.0,35,47,63,19,3.3,29,17,33,21,20,13,11,6,1717,2197,207
2022,8,18,33.0,0.0,35,47,60,22,3.2,29,17,33,21,20,13,11,6,1583,2022,195
2022,8,19,29.3,8.0,42,56,73,25,2.6,35,21,39,25,23,15,13,7,1964,2837,389
2022,8,20,30.3,3.8,71,119,139,51,3.7,68,41,77,50,47,33,28,16,4624,5481,808
2022,8,21,24.0,0.0,92,154,183,63,3.6,98,59,110,72,67,48,40,24,5983,6940,1092
2022,8,22,26.3,0.0,42,56,76,22,2.7,35,21,39,25,23,15,13,7,2127,2822,371
2022,8,23,27.1,3.7,42,56,70,28,2.6,35,21,39,25,23,15,13,7,2247,1977,244
2022,8,24,24.0,0.0,46,61,75,32,3.1,42,25,47,31,28,19,15,9,2291,3027,290
2022,8,25,33.4,0.0,35,47,61,21,2.7,29,17,33,21,20,13,11,6,1721,1658,251
2022,8,26,26.1,0.0,42,56,72,26,3.4,35,21,39,25,23,15,13,7,2344,2000,271
2022,8,27,25.9,3.7,84,140,167,57,4.2,81,49,91,59,55,39,33,19,4762,5912,1174
2022,8,28,28.6,0.0,84,140,159,65,3.9,81,49,91,59,55,39,33,19,5102,6399,1233
2022,8,29,32.5,0.0,35,47,58,24,2.7,29,17,33,21,20,13,11,6,1832,2257,182
2022,8,30,27.5,0.0,42,56,72,26,3.4,35,21,39,25,23,15,13,7,2483,2862,362
